class,precision,recall,f1-score,support
Normal,0.987405346932468,0.6818739661704285,0.8066786604803838,37482.0
Attack,0.7570497147514262,0.9913024918627608,0.8584829370855571,37482.0
accuracy,,,,0.8365882290165947
macro avg,0.8722275308419472,0.8365882290165947,0.8325807987829705,74964.0
weighted avg,0.872227530841947,0.8365882290165947,0.8325807987829705,74964.0
